word	anger	fear	joy	love	sadness	surprise	thankfulness	disgust	guilt	totalClassify	correctIfAll	correctIfSingle	trust
shut	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
papers	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#lovinglife	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
driving	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#poortaste	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
nice	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#merrychristmas	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#thinkaboutit	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#bad	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#movies	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#gop	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#crunchtime	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
kindness	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
zucker	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#teenagers	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
upload	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
kkkk	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#notcomplaining	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
tells	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
constantly	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
jmartinezcwu	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#dave	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
salt	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
bolo	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
wed	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
accuratearrow	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#shareoriginalgospelsongs	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#bdsm	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#misbehave	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
lantern	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
fresh	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
carswell	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#cranecams	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
punching	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
adevotedyogi	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#mymanisawesome	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
standards	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#neworleans	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
price	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#bricks	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
washinton	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#lake	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#manufacturing	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
round	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#feliz	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
:-)	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
nok	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
xv	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#cutes	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
sum	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
bravo!!!	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
magically	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#foof	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#ferrari	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
listening	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
cross	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#huge	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
replace	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
tie	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
churches	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
mmo	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
mess	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
buyers	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#trust	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#word	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#dontbechildish	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
specialist	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#annoying	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#bitting	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#box	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
on!	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
fix	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#butnotreally	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
notes	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
deleted	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
creates	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
le	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
document	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
compatibility	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
aha!now	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
bot	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
!?!	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
bimbo	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
canada	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#camsites	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
fiver	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#ripltmayowaareago	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
logic	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#bigsister	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
everybody	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
key	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
karl	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
neill	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
chut	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#cumshot	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#hashtagging	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
speakers	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
delay	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
frances	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
nbcla	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
mrcolionnoir	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
karissawillette	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#notguilty	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
crane	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
finger	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
combined	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
christ	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
mid	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
jimcarrey	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#excited	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
fail	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
physics	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#proud	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
poetry	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#yousaidno	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#tuesday	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
sadly	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#hawaii	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
separate	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
berlin	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
awsome	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
excited	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
bake	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
youve	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#norespect	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#bugs	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
ptgforza	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
internet	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
rob	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#becareful	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#badquality	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#bookclub	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#tomorrowland	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
attention	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#takeaway	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#poem	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
embrace	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#playful	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
blown	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
surrender	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#trip	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#ibague	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#hawtie	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
saith	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
handed	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#opportunities	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
series	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
devil	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
concurrent	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
tgf	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
conquer	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#dad	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
tesi	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
proof	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
malia	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
dias	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
thicos	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#star	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
hb	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
rager	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
example	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
bliv	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
dog	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#startingtoday	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#sonrisas	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#metal	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#microsoftband	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
jeri	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#dominguera	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#crisis	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#kingvalise	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#saintpetersburg	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
mojo	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#jimmy	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
mac	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
connie	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
episode	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
disgusting	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#bottlesofbeer	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
hes	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
topshop	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
tech	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
rent	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#suck	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
beat	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
estación	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#students	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#face	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
helpless	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#stressed	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
swatch	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
hussy	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
king	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#male	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
because	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
fellas	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
serum	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#encourage	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#zoo	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
appear	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#london	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
hong	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
pup	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
kal	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
exact	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#lovethislife	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
lentil	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
advert	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
danny	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
loves	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
essex	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
concierge	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#iartg	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
falling	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
marsden	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
imminent	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
foster	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
convenient	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
ex	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
codaw	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
brings	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
printingdeals	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
fin	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#manhattan	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
remove	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
certain	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#al	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
thumb	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
es	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
chair	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
farrell	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
otoño	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
drench	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
africans	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
feedback	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
root	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
seriously	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#personal	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
letting	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
guar	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
dental	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
say	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
primer	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#rotherham	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
drawings	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
weird	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
nails	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
both	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#fa	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
quiz?	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#what	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
rabies	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
pieces	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
students	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#rude	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
snuggle	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
torture	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
hardest	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#pumpkin	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
logo	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
ignore	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#listen	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
sf	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
feeds	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#moremicrosofttech	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#ambassador	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
ebolapocalypse	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#routine	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
fault	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
swift	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
bros	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
yummy	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
fought	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#company	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
twin	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#jewish	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
nature	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#ebay	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
swoon	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
scary	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
shoppe	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#holdmyhand	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
artificial	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
shittiest	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
lambs	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
comprised	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#europe	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#lifeichose	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
floral	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#quiettime	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
hens	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#regularpeople	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
championships	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#mumshere	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
encanta	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
status	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
dogs	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#oldppl	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#sexy	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#study	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#sketch	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
jungle	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
industry	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
f!	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#pathetic	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#gutted	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
yung	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
mulitple	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
abu	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
asap	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
mon	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#jackolantern	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
dracula	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
ag	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#idk	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
shopping	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#shameful	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
fo	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
vibes	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#udel	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
treated	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
somebody	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#mask	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#hypocracy	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
won	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
filter	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#fdr	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#hudaalhajeri	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#beyourbestself	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
paper	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
oliver	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#pussycatbb	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
heater	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#apricotlane	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
warrior	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
quiero	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
roy	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
tire	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
prime	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
persius	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#batman	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
structure	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
demanta	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#flames	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#putin	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
freezing	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#doors	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
dim	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#arab	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
tika	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
tips	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#not	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
ranking	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
arians	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#legend	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
bet	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
selena	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
??	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#dusting	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
searching	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
cations	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
quiz	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
keeping	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#f	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
requested	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#fit	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
shout!	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#instalike	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
cat?	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
jon!	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#poetry	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
few?	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
urinating	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
ts?	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
fretting	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
etsy	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
mcqueen	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#cocacola	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#blackbelt	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
possible	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
relationship	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
cake	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
dating	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#ldsconf	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#shadyxv	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
sweaters	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#followtrick	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
feed	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#boring	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
unconditional	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
practical	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
grip	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
scene	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
shouqmt	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
response	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
menu	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
coding	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
youre	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#classical	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#bridalshower	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#sheet	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
petersburg	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
honey	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
rate	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
kentucky	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#succeed	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#over	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#stress	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
welp	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
slobs	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#ubisoft	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
cares	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
monkeys	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
miles	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
lk	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
ida	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
empacting	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
grandpa	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
graduating	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
